Product,Year,Aldi.Price,Aldi.Weight,Aldi.Price/Weight,Aldi.Natural,Aldi.Comment,Kroger.Price,Kroger.Weight,Kroger.Price/Weight,Kroger.Natural,Kroger.Comment,Publix.Price,Publix.Weight,Publix.Price/Weight,Publix.Natural,Publix.Comment,Walmart.Price,Walmart.Weight,Walmart.Price/Weight,Walmart.Comment
"Tuna, chunky, in water",2025,$0.59,5 oz,,,Northern Catch,$0.75,5 oz,,,"Kroger, chunky light",$1.39,5 oz,,,StarKist,$0.64,5 oz,,Great Value
"Tuna, solid, in water",2025,$1.15,5 oz,,,Northern Catch,$1.99,5 oz,,,Kroger; best price seen: 1.29 w/ card,$1.77,5 oz,,,StarKist,$1.12,5 oz,,StarKist
"Vanilla Extract, pure (not imitation)",2025,$1.99,2 fl oz,,,Stonemill,$6.99,4 fl oz,,,Kroger; best price seen: 5.99 w/ card,$5.49,2 fl oz,,,Publix,,2 fl oz,,Great Value
"Veggies 1, frozen (peas)",2025,$0.89,16 oz,,,"Happy Harvest, peas",$2.48,32 oz,,,"Kroger Value, peas or mixed vegetables; best price seen: 0.88 w/ card",$1.59,16 oz,,,"Publix, peas, corn, peas & carrots",$0.98,16 oz,,"Great Value, peas, corn, green beans, peas & carrots, mixed vegetables"
"Veggies 2, frozen (other)",2025,$0.65,16 oz,,,"Happy Harvest, corn",$1.49,12 oz,,,"Kroger, peas & carrots, green beans, corn, crinkle cur carrots; best price seen: 0.88 w/card",$1.49,16 oz,,,"Publix, broccoli",$1.28,14 oz,,"Great Value, broccoli"
"Waffles, frozen",2025,$1.29,12.3 oz,,,"Breakfast Best, 10 waffles",$1.89,12.3 oz,,,"Kroger, 10 waffles, assorted flavors; best price seen: 1.59 w/card",$2.19,12.3 oz,,,"Publix, 10 waffles, homestyle, buttermilk, blueberry or multi-grain",$1.58,9.9 oz,,"Great Value, 8 waffles, homestyle, buttermilk or blueberry"
"Water, regular/drinking",2025,$2.49,12 L,,,"PurAqua, 24 x 0.5 L (12 L)",$0.59,1 gal,,,"Kroger, drinking water; best price seen: 0.50 w/ card",$0.67,1 gal,,,Publix,$3.98,14 L,,"Nestle / Deer Park, 28 x 500 ml"
"Water, Sparkling/Mineral",2025,,,,,,$1.69,1L,,,"San Pellegrino, best price seen: 3 for $5",$1.50,1L,,,San Pellegrino,$1.50,750 ml,,San Pellegrino
"White Bread/Toast, enriched",2025,$0.79,20 oz,,,L'oven Fresh,$0.88,16 oz,,,Kroger Value; Kroger: 1.29/20 oz,$0.99,20 oz,,,"Publix, ""Large White""",$2.18,20 oz,,"Sara Lee, ""Classic White"" [Great Value: 1.00/20 oz, small slices]"
"Wine, table, Cabernet",2025,$2.89,750 ml,,,Winking Owl,$6.99,750 ml,,,Night Harvest; best price seen: 6.19 w/ card,$5.99,750 ml,,,Little Penguin,$2.97,750 ml,,Oak Leaf
"Wine, table, Chardonnay",2025,$2.89,750 ml,,,Winking Owl,$6.99,750 ml,,,Banrock; best price seen: 6.69 w/ card,$6.49,750 ml,,,Lindeman's,$2.97,750 ml,,Oak Leaf
"Wine, table, White Zinfandel",2025,$2.89,750 ml,,,Winking Owl,$7.49,750 ml,,,Sutter Home; best price seen: 4.99 w/ card,$5.99,750 ml,,,Woodbridge,$2.97,750 ml,,Oak Leaf
"Yoghurt, Dannon (etc.)",2025,$1.79,16 oz,,,"Friendly Farms Probiotic, assorted flavors, 4 x 4 oz, low fat",$2.38,16 oz,,,"Dannon Activa, 4 x 4 oz cups",$2.19,24 oz,,,"Dannon, light & fit, 4 pack (6 oz each), assorted flavors",$2.18,16 oz,,"Dannon Activa, assorted flavors, regular or light"
"Yogurt, Fage, 2%, plain",2025,,,,,,$1.69,7 oz,,,"Fage, 200 g; best price seen: 1.00 w/ card",$1.50,7 oz,,,"Fage, 200 g",$1.27,7 oz,,Fage
"Yogurt, Fage, w/ flavor",2025,$1.19,5.3 oz,,,"Fage, various flavors (""Aldi special buy"")",$1.69,5.3 oz,,,"Fage, w/ cherry or honey, 150 g; best price seen: 1.00 w/ card",$1.50,5.3 oz,,,"Fage, 150 g, cherry, strawberry, peach, mango, blueberry or honey",$1.27,5.3 oz,,"Fage, strawberry, cherry or honey"
"Yogurt, flavored, cup",2025,$0.39,6 oz,,,"Friendly Farms, regular; Fit & Active, non fat, assorted flavors",$0.40,6 oz,,,"Kroger, regular or light, assorted flavors",$0.50,6 oz,,,"Publix, many assorted flavors incl. churros or passion fruit, also fat free and no sugar added",$0.33,6 oz,,"American Basics, assorted flavors, low fat"
"Yogurt, greek style, plain",2025,$0.89,6 oz,,,"Friendly Farms (""Aldi special buy"")",$1.29,5.3 oz,,,Oikos; best price seen: 0.99 w/ card,$3.99,2 lbs,,,"Cabot, regular and low fat",$4.88,16 oz,,"Oikos, nonfat"
"Yogurt, plain",2025,$1.99,32 oz,,,"Fit & Active, non fat",$1.99,32 oz,,,"Kroger, low fat or fat free; best price seen: 3 for $5 w/ card",$2.09,24 oz,,,Publix,$2.18,32 oz,,"Great Value, nonfat"
